No,STATE_CODE,STATE_NAME,DISTRICT_CODE,DISTRICT_NAME,TAHSIL_CODE,TAHSIL_NAME,VILLAGE_CODE,VILLAGE_NAME,Buffaloes,Cattle,Goats,Pigs,Sheep,Cattle + Buffalo,Sheep + Goat,All
2306,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624672,Siddimata,5,52,40,0,10,57,50,107
2310,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623496,Bandahalli,6,52,51,0,107,58,158,216
2313,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624233,Kuppenahalli,7,52,50,0,39,59,89,148
2324,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624158,Basavanaparthi,21,52,80,0,201,73,281,354
2344,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624098,Kachinayakanahalli,0,53,14,0,118,53,132,185
2348,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623974,Venteeravandlapalli,3,53,45,0,226,56,271,327
2350,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623440,Kommalamari,4,53,2,0,42,57,44,101
2404,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624432,Nagarajapalli,7,54,0,0,132,61,132,193
2419,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624179,Beerappanahalli,27,54,37,0,97,81,134,215
2461,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623845,Kondamvaripalli,23,55,0,0,23,78,23,101
2465,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623561,Sabbenahalli,28,55,9,0,274,83,283,366
2470,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624295,Sundrahalli,41,55,125,0,52,96,177,273
2474,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624591,Narayanahalli,48,55,23,3,234,103,257,363
2498,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624347,Agraharahalli,0,56,0,25,241,56,241,322
2502,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623905,Bodikadirepalli,2,56,63,0,70,58,133,191
2503,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623939,Dugginaikanapalli,2,56,115,0,122,58,237,295
2526,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624366,Gurrampalli,12,56,18,0,129,68,147,215
2527,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623282,Mattavalahalli,12,56,61,0,216,68,277,345
2530,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624288,Krishnammanahosahalli,14,56,38,0,56,70,94,164
2557,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,624009,Gundlapalli,0,57,14,0,77,57,91,148
2558,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623972,Musaliganapalli,0,57,35,0,118,57,153,210
2559,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623754,Kadirisettihalli,0,57,5,0,166,57,171,228
2560,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624599,Battiganahalli,0,57,19,0,697,57,716,773
2588,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624157,Chikkapapanahalli,20,57,22,0,46,77,68,145
2610,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624436,Gunthurugadde,49,57,115,0,238,106,353,459
2640,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623966,Narayanampalli,13,58,64,0,315,71,379,450
2643,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623415,Chinnagenahalli,15,58,41,0,277,73,318,391
2652,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624110,Garimillahalli,22,58,40,0,56,80,96,176
2658,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624492,Nimmakayalahalli,35,58,23,0,171,93,194,287
2672,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624489,Murugamalla,237,58,135,0,115,295,250,545
2681,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624410,Vegalapalli,0,59,15,0,112,59,127,186
2693,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624510,Jogyanahalli,12,59,0,0,82,71,82,153
2696,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623773,Bommanahalli,16,59,39,0,100,75,139,214
2700,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624120,Dhanamittenahalli,19,59,8,0,124,78,132,210
2719,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624481,Somayajalahalli,39,59,10,0,143,98,153,251
2726,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624279,Devaganahalli,72,59,98,0,92,131,190,321
2742,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623423,Nagarabhavi,2,60,25,0,35,62,60,122
2749,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624031,Eegaletihalli,4,60,12,4,151,64,163,231
2758,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623620,Madakuhosahalli,10,60,44,0,24,70,68,138
2765,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623623,Chikkasagarahalli,18,60,27,0,70,78,97,175
2801,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623723,Myakalahalli,0,61,30,0,0,61,30,91
2809,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623769,Sadasivanahalli,4,61,0,0,239,65,239,304
2810,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623652,Sonnapura,5,61,4,0,33,66,37,103
2842,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624628,Nernakallu,61,61,175,0,233,122,408,530
2852,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624067,Nallarallahalli,1,62,17,0,40,63,57,120
2853,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623813,Narayanaswamykote,1,62,15,0,100,63,115,178
2880,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624696,Yadahalli,39,62,0,0,121,101,121,222
2882,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623614,Thirnahalli,50,62,26,0,137,112,163,275
2883,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624190,Nellimaradahalli,50,62,10,0,140,112,150,262
2884,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624298,Mallenahalli,55,62,191,0,121,117,312,429
2908,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624375,Bodigundlapalli,9,63,6,0,194,72,200,272
2921,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623626,Mavahalli,14,63,16,0,237,77,253,330
2936,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623504,Beeraganahalli,22,63,21,0,101,85,122,207
2942,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624266,Hosahalli,27,63,0,0,116,90,116,206
3009,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623980,Sajjalavaripalli,98,64,191,0,1565,162,1756,1918
3025,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623935,Nallaguttapalli,6,65,150,0,210,71,360,431
3044,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624704,Chikkabommanahalli,16,65,19,0,262,81,281,362
3045,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623512,Byappanahalli,17,65,22,0,168,82,190,272
3065,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623691,Maravenahalli,55,65,63,0,145,120,208,328
3089,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,624002,Gollapalli,0,66,18,0,237,66,255,321
3093,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623500,Papinayakanahalli,5,66,57,0,217,71,274,345
3126,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624304,Amaravathi,65,66,110,0,108,131,218,349
3139,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623815,Roddamvaripalli,0,67,0,0,63,67,63,130
3144,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623931,Vangyaralapalli,1,67,0,7,175,68,175,250
3147,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623484,Doddihalli,2,67,141,0,120,69,261,330
3150,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624553,Doddamunimangala,5,67,27,6,49,72,76,154
3152,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623934,Digavagollapalli,5,67,80,0,263,72,343,415
3158,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624703,Krishnammanahosahalli,8,67,0,0,165,75,165,240
3170,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623962,Kurubarapalli,16,67,65,0,318,83,383,466
3207,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623746,Ramaganahalli,2,68,0,0,109,70,109,179
3210,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623759,Singanahalli,3,68,0,0,18,71,18,89
3217,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624535,Chickamunimangala,9,68,23,0,191,77,214,291
3228,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624606,Kadirapura,22,68,66,0,129,90,195,285
3244,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624584,Munthakadirenahalli,108,68,120,0,132,176,252,428
3261,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623398,Gollahalli,4,69,75,0,133,73,208,281
3270,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623221,Narasimhanahalli,11,69,8,0,220,80,228,308
3284,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624669,Gollahalli,27,69,25,0,66,96,91,187
3317,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623751,Gummareddihalli,0,70,2,0,161,70,163,233
3323,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623279,Payannanahalli,3,70,29,0,36,73,65,138
3326,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623835,Narepalli,4,70,33,0,223,74,256,330
3334,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623431,Udagirinallappanahalli,10,70,126,0,157,80,283,363
3339,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623501,Dasarenahalli,12,70,64,0,249,82,313,395
3345,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624503,Dandupalya,15,70,98,0,84,85,182,267
3348,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624501,Barlahalli,20,70,47,0,339,90,386,476
3373,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624300,Ambiganahalli,59,70,59,0,413,129,472,601
3395,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624315,Kurubarahalli,0,71,11,2,434,71,445,518
3406,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623284,Bandarlahalli,8,71,91,0,335,79,426,505
3413,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623987,Bellalampalli,13,71,18,0,535,84,553,637
3445,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624305,Thimmasandra,50,71,53,0,64,121,117,238
3454,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623642,Cheedachikkanahalli,73,71,41,0,335,144,376,520
3473,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623278,Mallenahalli,7,72,95,0,295,79,390,469
3484,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624112,Binnamangala,17,72,46,0,144,89,190,279
3536,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623318,Pulamakalahalli,1,73,90,0,290,74,380,454
3541,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624090,Yerabachanahalli,3,73,34,0,289,76,323,399
3552,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624461,Bodigundlahalli,15,73,90,0,230,88,320,408
3553,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624093,Gorla Gummanahalli,16,73,13,0,133,89,146,235
3558,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624542,Jagathanahalli,23,73,0,0,149,96,149,245
3563,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623237,Gowdasandra,40,73,110,0,305,113,415,528
3571,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623207,Jeerigepete,47,73,16,0,100,120,116,236
3589,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623508,Samasenahalli,10,74,165,0,273,84,438,522
3598,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623204,Papaganahalli,18,74,39,0,58,92,97,189
3609,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623322,Golachinnenahalli,33,74,136,0,233,107,369,476
3628,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624056,Kommasandra,0,75,86,6,140,75,226,307
3638,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624417,Nallagutlahalli,5,75,47,0,197,80,244,324
3642,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623450,Madinayakanahalli,9,75,35,0,50,84,85,169
3644,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623570,Puttathimmanahalli,10,75,49,0,142,85,191,276
3655,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624443,Moogalamari,19,75,118,0,353,94,471,565
3694,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624211,Keshavapura,1,76,4,0,114,77,118,195
3700,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623392,P Nagenahalli,5,76,109,0,193,81,302,383
3704,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623984,Ragimakalapalli,8,76,114,0,158,84,272,356
3705,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624283,Thataparthi,10,76,64,4,118,86,182,272
3707,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623283,Kantharlahalli,11,76,55,0,148,87,203,290
3708,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624124,T Peddanahalli,14,76,16,0,187,90,203,293
3739,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624241,Ragimakalahalli,114,76,10,22,51,190,61,273
3791,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624029,Mallasettyhalli,41,77,6,3,552,118,558,679
3794,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624512,Goppalli,53,77,28,0,18,130,46,176
3818,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624526,Dwarapalli,0,78,113,0,231,78,344,422
3836,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624692,Hosahalli,16,78,31,0,165,94,196,290
3846,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624667,Kachihalli,33,78,27,0,400,111,427,538
3853,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623213,Jodigurrappanahalli,46,78,24,0,258,124,282,406
3859,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623254,Puttapurlahalli,64,78,54,66,504,142,558,766
3881,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623615,Gantiganahalli,1,79,15,2,24,80,39,121
3895,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623865,Kaganapalli,10,79,31,0,54,89,85,174
3909,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623867,Dasiahgaripalli,15,79,26,0,42,94,68,162
3912,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623806,Thattanagaripalli,19,79,0,9,1071,98,1071,1178
3918,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623960,Bestharapalli,27,79,50,25,125,106,175,306
3924,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624548,Gopalapura,34,79,66,0,470,113,536,649
3947,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624086,Kondarajanahalli,0,80,15,0,119,80,134,214
3958,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624273,Kurabarahalli,9,80,39,0,70,89,109,198
3964,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623859,Devaragudipalli,14,80,1,42,27,94,28,164
3970,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623742,Kondavabanahalli,17,80,4,0,74,97,78,175
3985,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624691,Gajalahalli,40,80,82,0,281,120,363,483
4028,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623618,Singadikadirenahalli,18,81,26,0,14,99,40,139
4039,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624673,Kodadhavadi,33,81,54,0,321,114,375,489
4063,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624113,Sadahalli,0,82,42,0,169,82,211,293
4065,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623341,Budigenahalli,0,82,38,0,217,82,255,337
4067,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624314,Deshamvaripalli,0,82,0,0,559,82,559,641
4075,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623452,Hosahalli,3,82,2,0,97,85,99,184
4077,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623519,Nallaguttapalya,4,82,29,0,7,86,36,122
4079,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624476,Agrahara,5,82,4,0,80,87,84,171
4093,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623432,Siddaganahalli,20,82,38,0,73,102,111,213
4101,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623712,Gudibanda [R],27,82,0,0,97,109,97,206
4120,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623986,Nallasanampalli,64,82,126,0,236,146,362,508
4136,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623902,Venkatapura,0,83,90,0,49,83,139,222
4143,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623945,Berigollapalli,2,83,15,0,129,85,144,229
4144,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623477,Yadarlahalli,3,83,224,0,3,86,227,313
4149,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623335,Chinchanahalli,6,83,85,0,420,89,505,594
4153,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624552,Venkatapura,9,83,16,0,169,92,185,277
4154,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623942,Jangalapalli,9,83,0,0,254,92,254,346
4155,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624227,Sorakayalahalli,10,83,91,0,106,93,197,290
4156,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623963,Chinaganapalli,11,83,78,2,194,94,272,368
4157,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624480,Kappalli,11,83,34,0,233,94,267,361
4159,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624362,Changavarahalli,13,83,72,0,315,96,387,483
4166,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623941,Naremaddepalli,19,83,37,0,371,102,408,510
4168,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623522,Mogalakuppe,20,83,69,0,69,103,138,241
4199,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624648,Booragamakalahalli,61,83,0,51,130,144,130,325
4224,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623783,Veerarahutanahalli,0,84,30,0,159,84,189,273
4232,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624446,Byrasandra,2,84,11,0,67,86,78,164
4241,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623656,Muthukadahalli,12,84,16,0,144,96,160,256
4246,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623369,Basavanahalli,16,84,69,0,216,100,285,385
4249,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623451,Kammaguttahalli,18,84,58,0,307,102,365,467
4283,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624507,Chikkakarakamakalahalli,59,84,104,0,357,143,461,604
4302,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623896,Chinampalli,3,85,8,0,80,88,88,176
4323,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624693,Kootharajanahalli,20,85,71,0,78,105,149,254
4370,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623388,Kodiganahalli,9,86,47,0,419,95,466,561
4373,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624230,Gudlanarasimhanahalli,16,86,62,0,275,102,337,439
4376,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623288,Channarayanahalli,21,86,138,0,62,107,200,307
4379,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624252,Ankathatti,23,86,86,0,112,109,198,307
4386,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624224,Dabarganahalli,27,86,288,0,439,113,727,840
4424,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624525,Thammepalli,7,87,21,0,135,94,156,250
4426,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624364,Seegalagutta,7,87,48,0,194,94,242,336
4428,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624142,Mallahalli,10,87,17,0,89,97,106,203
4441,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624178,Kadirinaikanahalli,22,87,55,0,364,109,419,528
4452,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624632,Jangamapura,45,87,79,0,527,132,606,738
4461,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624645,Chokkareddihalli,102,87,64,0,60,189,124,313
4469,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623391,Kondenahalli,3,88,0,10,34,91,34,135
4473,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623957,Lakkasandra,5,88,84,2,142,93,226,321
4495,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624195,Bommanahalli,20,88,38,0,48,108,86,194
4498,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624488,Bynahalli,26,88,26,0,116,114,142,256
4502,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624174,Chikkadasenahalli,34,88,126,0,254,122,380,502
4512,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624166,Haralahalli,44,88,51,0,159,132,210,342
4538,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624426,Lakkepalli,5,89,10,0,253,94,263,357
4548,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623222,Singanahalli,17,89,73,0,89,106,162,268
4564,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623967,Ramaswamypalli,37,89,74,0,480,126,554,680
4566,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624537,M0Shilahalli,40,89,69,0,110,129,179,308
4601,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624384,Cheemalagutta,3,90,5,0,0,93,5,98
4602,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624062,Maralappanahalli,7,90,86,0,264,97,350,447
4604,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624551,Gownipalli,8,90,70,0,281,98,351,449
4616,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624218,Kambadahalli,15,90,10,0,152,105,162,267
4630,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624482,Kanisettyhalli,25,90,102,0,305,115,407,522
4669,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624282,Vallappanahalli,197,90,231,0,140,287,371,658
4682,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623833,Adiganapalli,3,91,55,0,185,94,240,334
4687,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624396,Madamangala,6,91,0,0,288,97,288,385
4692,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624573,Subbarayanapet,8,91,21,0,117,99,138,237
4695,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624459,Kadirappanaiakanakote,10,91,0,0,315,101,315,416
4707,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623515,Ittappanahalli,22,91,27,0,180,113,207,320
4717,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624207,Byranaikanahalli,30,91,85,0,251,121,336,457
4730,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624562,Booragamakalahalli,69,91,180,0,517,160,697,857
4733,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624646,Kariyapalli,86,91,51,0,338,177,389,566
4760,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623521,Naduvanahalli,11,92,3,0,54,103,57,160
4767,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624616,Virupakshapura,28,92,96,0,181,120,277,397
4814,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623695,Adinarayanahalli,0,93,26,0,205,93,231,324
4823,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623904,Nadimpalli,5,93,91,0,156,98,247,345
4836,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624108,Maraganaparthi,15,93,55,0,150,108,205,313
4837,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624423,Guddampalli,15,93,22,0,207,108,229,337
4843,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624504,Marinaikanahalli,22,93,115,0,137,115,252,367
4849,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624276,Ghatamaranahalli,31,93,9,0,67,124,76,200
4856,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623243,Devaganahalli,36,93,146,26,355,129,501,656
4863,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624150,Gollahalli,52,93,41,0,46,145,87,232
4883,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624278,Yedulathippenahalli,1,94,35,0,114,95,149,244
4909,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624569,Amitiganahalli,28,94,62,0,333,122,395,517
4954,29,KARNATAKA,582,Chikkaballapura,5597,Gudibanda,623766,Iragareddihalli,2,95,124,0,212,97,336,433
4955,29,KARNATAKA,582,Chikkaballapura,5598,Bagepalli,623924,Boyipalli,2,95,22,0,342,97,364,461
4961,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623362,Agraharahosahalli,5,95,101,0,58,100,159,259
4967,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623532,Chalakayalaparthi,10,95,11,0,69,105,80,185
4969,29,KARNATAKA,582,Chikkaballapura,5600,Chintamani,624500,Gollapalli,11,95,20,0,51,106,71,177
4974,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623643,Chikkakadiganahalli,17,95,27,0,79,112,106,218
4975,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623356,Yerragunte,18,95,124,3,0,113,124,240
4977,29,KARNATAKA,582,Chikkaballapura,5596,Chikkaballapu,623510,Ramaganaparthy,19,95,48,0,58,114,106,220
5011,29,KARNATAKA,582,Chikkaballapura,5595,Gauribidanur,623402,Thekalahalli,5,96,53,0,248,101,301,402
5016,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624069,Kumbarahalli,11,96,74,0,172,107,246,353
5033,29,KARNATAKA,582,Chikkaballapura,5599,Sidlaghatta,624149,Siddapura,28,96,46,0,257,124,303,427
